"rides","end station name","end station latitude","end station longitude"
131,"31 St & Hoyt Ave N",40.7711528,-73.9170074
888,"Lenox Ave & W 126 St",40.808442,-73.9452087
371,"Adam Clayton Powell Blvd & W 118 St",40.804372,-73.951475
1602,"Lenox Ave & W 111 St",40.7987859,-73.9523
144,"37 St & 24 Ave",40.7701477,-73.9120938
202,"24 Ave & 29 St",40.7729,-73.916142
283,"19 St & 24 Ave",40.7774552,-73.9225403
174,"23 Ave & 27 St",40.776165,-73.9153175
561,"31 St & 23 Ave",40.7747878,-73.9125551
452,"5 Ave & E 126 St",40.80698,-73.941747
359,"Steinway St & 23 Ave",40.7713937,-73.9077436
1170,"Lenox Ave & W 130 St",40.8107922,-73.9430681
361,"S Portland Ave & Hanson Pl",40.68539567,-73.97431458
207,"Crescent St & Ditmars Blvd",40.7787185,-73.9145645
869,"Frederick Douglass Blvd & W 129 St",40.8125511,-73.9492286
494,"Ditmars Blvd & 19 St",40.78145,-73.9183302
937,"St. Nicholas Ave & W 126 St",40.8114323,-73.9518776
1117,"Frederick Douglass Blvd & W 117 St",40.805159,-73.954692
590,"Mt Morris Park W & W 120 St",40.804038,-73.945925
429,"W 116 St & Broadway",40.8082,-73.9641
415,"Carlton Ave & Dean St",40.6809741,-73.9710097
674,"W 110 St & Amsterdam Ave",40.802692,-73.96295
290,"W 116 St & Amsterdam Ave",40.8067581,-73.9607082
450,"Emerson Pl & Myrtle Ave",40.69363137,-73.96223558
424,"Morningside Ave & W 123 St",40.81,-73.9551508
428,"Amsterdam Ave & W 125 St",40.813358,-73.956461
219,"Amsterdam Ave & W 119 St",40.8086249,-73.9596214
143,"Morningside Dr & Amsterdam Ave",40.81028506306003,-73.95736455917358
305,"Underhill Ave & Pacific St",40.6804836,-73.9646795
284,"Broadway & W 122 St",40.8120562,-73.9612547
95,"Pacific St & Classon Ave",40.6791944,-73.9587903
594,"Broadway & Moylan Pl",40.8143256,-73.9590255
345,"Grand Ave & Bergen St",40.678045,-73.962408
873,"Bayard St & Baxter St",40.71602118,-73.99974372
300,"3 Ave & E 112 St",40.795508,-73.941606
601,"W 113 St & Broadway",40.805973,-73.964928
1224,"Frederick Douglass Blvd & W 112 St",40.801694,-73.957145
489,"Vernon Blvd & 41 Rd",40.7552433,-73.9485678
404,"28 St & 41 Ave",40.751047,-73.93797
254,"40 Ave & 9 St",40.75742,-73.945133
534,"Bergen St & Vanderbilt Ave",40.6794388,-73.9680438
94,"21 St & 38 Ave",40.7576314,-73.9391224
608,"Bialystoker Pl & Delancey St",40.71622644,-73.98261206
224,"37 Ave & 35 St",40.7531106,-73.9279917
413,"Classon Ave & St Marks Ave",40.6765198,-73.9596082
202,"28 St & 36 Ave",40.757186,-73.932719
169,"21 St & 36 Ave",40.7601853,-73.9362726
575,"36 Ave & 10 St",40.7614376,-73.9411265
216,"Crescent St & 35 Ave",40.7596276,-73.9321455
39,"11 St & 35 Ave",40.7627442,-73.9391141
308,"34 St & 35 Ave",40.7569332,-73.9262231
363,"Franklin Ave & St Marks Ave",40.6758324,-73.9561677
205,"35 Ave & 37 St",40.7557327,-73.9236611
819,"Bedford Ave & Bergen St",40.676368,-73.952918
475,"34 Ave & 38 St",40.756913,-73.921631
378,"35 St & 34 Ave",40.7580583,-73.9242751
245,"Prospect Pl & Underhill Ave",40.6769694,-73.96579
271,"Crescent St & 34 Ave",40.76108,-73.930562
669,"Park Pl & Vanderbilt Ave",40.6767,-73.969024
141,"34 Ave & 21 St",40.7628138,-73.9342862
247,"Park Pl & Franklin Ave",40.6741806,-73.9564947
457,"Sterling Pl & Bedford Ave",40.672695,-73.954131
3127,"Christopher St & Greenwich St",40.73291553,-74.00711384
411,"St Johns Pl & Washington Ave",40.6737236,-73.9631611
541,"Underhill Ave & Lincoln Pl",40.6740123,-73.9671457
228,"Lincoln Pl & Classon Ave",40.6721683,-73.9609
388,"Eastern Pkwy & Washington Ave",40.6716493,-73.9631145
663,"Eastern Pkwy & Franklin Ave",40.6707767,-73.9576801
238,"Union St & Bedford Ave",40.6691783,-73.9554162
144,"34 Ave & 13 St",40.7638753,-73.9364848
139,"Carroll St & Washington Ave",40.6686744,-73.9618148
467,"Vernon Blvd & 10 St",40.7671863,-73.9373554
266,"Broadway & 12 St",40.7668,-73.9347774
831,"E 47 St & Park Ave",40.75510267,-73.97498696
189,"Carroll St & Franklin Ave",40.6679411,-73.9588
395,"21 St & 31 Dr",40.7659,-73.930819
504,"Crescent St & Broadway",40.7633589,-73.9286471
614,"31 St & Broadway",40.761584,-73.925921
425,"35 St & Broadway",40.760339,-73.9222427
164,"Sullivan Pl & Bedford Ave",40.6642406,-73.9574686
482,"43 St & Broadway",40.7577284,-73.9166368
298,"Newton Rd & 44 St",40.7595701,-73.9142678
1376,"Franklin Ave & Empire Blvd",40.66314,-73.9605695
833,"William St & Pine St",40.70717936,-74.00887308
439,"31 Ave & Steinway St",40.7611488,-73.9170071
520,"Sterling St & Bedford Ave",40.6627059,-73.9569115
575,"31 Ave & 34 St",40.763154,-73.920827
400,"31 Ave & 30 St",40.7647,-73.9240312
464,"Rogers Ave & Sterling St",40.6630619,-73.9538746
319,"31 Ave & Crescent St",40.7658346,-73.9265474
150,"49 Ave & 21 St",40.74252,-73.948852
160,"31 Ave & 14 St",40.7682,-73.9322662
215,"5 St & 51 Ave",40.7423737,-73.9566
378,"Vernon Blvd & 31 Ave",40.7692475,-73.9354504
1292,"Allen St & Hester St",40.71605866,-73.99190759
321,"Vernon Blvd & 30 Rd",40.770845,-73.934171
425,"Vernon Blvd & 47 Rd",40.7449067,-73.9534573
215,"30 Ave & 21 St",40.7703743,-73.9286078
720,"Center Blvd & 48 Ave",40.745038,-73.957539
339,"Crescent St & 30 Ave",40.768692,-73.9249574
239,"44 Dr & 21 St",40.748,-73.9460927
440,"Steinway St & 28 Ave",40.7656251,-73.9136695
441,"28 Ave & 35 St",40.7671,-73.9169858
635,"27 St & Hunter St",40.7485,-73.941275
405,"Newtown Ave & 23 St",40.7713615,-73.9246145
411,"Broadway & W 37 St",40.75172632,-73.98753523
163,"11 St & 43 Ave",40.7519071,-73.9479119
225,"27 Ave & 9 St",40.7739825,-73.9309134
322,"E 128 St & Madison Ave",40.80756,-73.939182
322,"W 120 St & Claremont Ave",40.8109494,-73.9634
584,"Lenox Ave & W 117 St",40.8025566,-73.9490782
566,"Adam Clayton Powell Blvd & W 126 St",40.809495347779475,-73.94776493310928
1913,"West Thames St",40.70834698,-74.01713445
850,"Frederick Douglass Blvd & W 115 St",40.8038654,-73.9559308
568,"Fulton St & Waverly Ave",40.683238654603414,-73.96599590778351
391,"Lafayette Ave & Classon Ave",40.68900443,-73.96023854
2631,"Broadway & W 25 St",40.74286877312112,-73.98918628692627
179,"35 Ave & 10 St",40.76315481910373,-73.93985509872437
155,"48 Ave & 30 Pl",40.74128309355993,-73.93725872039794
579,"Flushing Ave & Vanderbilt Ave",40.697950315695444,-73.97077560424805
384,"W 129 St & Convent Ave",40.814394437915816,-73.95324736833572
290,"31 St & Northern Blvd",40.75186951421875,-73.93349289894103
1584,"E 2 St & Avenue A",40.72307749068673,-73.98583620786667
502,"W 18 St & 9 Ave",40.7435337324616,-74.00367558002472
612,"Clinton Ave & Myrtle Ave",40.693261,-73.968896
100,"Montgomery St & Franklin Ave",40.666439306870814,-73.9605563879013
937,"North Moore St & Greenwich St",40.72019521437465,-74.0103006362915
457,"Leonard St & Nassau Ave",40.7239567849954,-73.94984364509583
928,"E 53 St & Lexington Ave",40.75828065,-73.97069431
1081,"E 81 St & 2 Ave",40.774779448957275,-73.95427465438843
568,"Dean St & Franklin Ave",40.67759206937376,-73.955637216568
715,"Jay St & York St",40.701403172577244,-73.98672670125961
557,"Van Brunt St & Van Dyke St",40.6758329439129,-74.01472628116608
2659,"Carmine St & 6 Ave",40.73038599,-74.00214988
358,"E 43 St & 5 Ave",40.754120810779256,-73.98025184869766
1050,"Gansevoort St & Hudson St",40.739448201304036,-74.00507032871246
3269,"E 33 St & 1 Ave",40.74322681432173,-73.97449783980846
561,"W 104 St & Amsterdam Ave",40.799041392882984,-73.96649479866028
1193,"Washington Pl & 6 Ave",40.73224119,-74.00026394
514,"Park Pl & Church St",40.71334184275907,-74.00935515761375
230,"28 Ave & 44 St",40.76408932350688,-73.91065120697021
328,"N 11 St & Kent Ave",40.72248188638219,-73.95921930670738
1271,"W 64 St & Thelonious Monk Circle",40.77515953434235,-73.98918695747852
1540,"W 50 St & 9 Ave",40.763604677958625,-73.98917958140373
59,"47 Ave & Skillman Ave",40.7437524099784,-73.94176483154297
1670,"Lexington Ave & E 26 St",40.741459,-73.983293
766,"W 13 St & 5 Ave",40.735445,-73.99431
1175,"W 15 St & 6 Ave",40.738046142482766,-73.99642959237099
2781,"E 13 St & Avenue A",40.72966729392978,-73.98067966103554
1032,"W 35 St & Dyer Ave",40.754691750226016,-73.99740189313889
412,"Division Ave & Hooper St",40.70684203101325,-73.9544353965357
659,"Driggs Ave & N 9 St",40.71816969454208,-73.95520135760307
162,"40 Ave & Crescent St",40.753599202005596,-73.93795609474182
1111,"E 11 St & Avenue B",40.72746420692392,-73.97950418293476
334,"Franklin Ave & Myrtle Ave",40.694546087246025,-73.95801365375519
570,"31 St & Newtown Ave",40.7675487799971,-73.9209334552288
433,"Cadman Plaza E & Johnson St",40.695317277669034,-73.99015724658966
1998,"7 Ave & Central Park South",40.7667405590595,-73.9790689945221
1633,"2 Ave & E 72 St",40.7687620293096,-73.95840793848038
1111,"Center Blvd & 51 Ave",40.743366080270214,-73.95960688591003
233,"Frost St & Meeker Ave",40.71766197083994,-73.94880026578903
274,"Pierrepont St & Monroe Pl",40.69535693320225,-73.99344027042389
482,"Willoughby Ave & Walworth St",40.69331716,-73.95381995
462,"W 47 St & 6 Ave",40.758397,-73.98255
975,"Avenue C & E 18 St",40.730563,-73.973984
1034,"E 58 St &  1 Ave (NW Corner)",40.759125,-73.962658
1351,"W 30 St & 10 Ave",40.752694,-74.002353
787,"E 12 St & Ave C",40.727243,-73.976831
1002,"Stanton St & Norfolk St",40.720747,-73.986274
707,"Delancey St & Eldridge St",40.719383,-73.991479
694,"Perry St & Greenwich Ave",40.735918,-74.000939
795,"W Broadway & W Houston St",40.726378,-74.000472
1430,"1 Ave & E 5 St",40.725864,-73.986389
442,"36 Ave & 31 St",40.75651272984955,-73.92957486212252
1653,"6 Ave & Broome St",40.724308321602166,-74.00473035871983
1350,"Lexington Ave & E 36 St",40.747573958954796,-73.9788007736206
547,"DeKalb Ave & Franklin Ave",40.69064807082943,-73.95746178925037
274,"White St & Moore St",40.704508,-73.9351
115,"Stagg St & Morgan Ave",40.710681,-73.93372
276,"George St & Wilson Ave",40.702997,-73.92997
307,"Irving Ave & Jefferson St",40.70538,-73.92535
773,"John St & William St",40.70862144,-74.00722156
193,"Willoughby Ave & Wyckoff Ave",40.705614,-73.92153
140,"Cedar St & Myrtle Ave",40.697842,-73.926241
175,"3 Ave & Carroll St",40.677027,-73.9865
221,"Wyckoff Av & Jefferson St",40.707165,-73.923711
138,"Bushwick Ave & McKibbin St",40.705517,-73.93936
120,"Bushwick Ave & Stagg St",40.709897,-73.94008
377,"Sharon St & Olive St",40.715353,-73.93856
214,"Powers St & Olive St",40.71323,-73.93894
186,"Waterbury St & Stagg St",40.71019,-73.93734
69,"White St & Johnson Ave",40.707174,-73.93581
689,"6 Ave & Canal St",40.72243797,-74.00566443
161,"Central Ave & Flushing Ave",40.702831,-73.9333
277,"McKibbin St & Bogart St",40.706237,-73.933871
203,"Devoe St & Morgan Ave",40.713811,-73.93515
311,"Knickerbocker Ave & Thames St",40.70539,-73.92976
302,"Knickerbocker Ave & George St",40.704425,-73.92836
506,"Suydam St & Knickerbocker Ave",40.702013,-73.923769
203,"Central Ave & Starr Street",40.700003,-73.92834
267,"Stockholm St & Wilson Ave",40.699304,-73.923044
180,"Irving Ave & DeKalb Ave",40.7027,-73.92095
96,"Hart St & Wyckoff Ave",40.704876,-73.919911
285,"Wyckoff Av & Stanhope St",40.703545,-73.917775
209,"Greene Av & Myrtle Av",40.698568,-73.918877
1037,"Brooklyn Bridge Park - Pier 2",40.698458,-73.997178
1162,"Cliff St & Fulton St",40.70838,-74.00495
1293,"W 42 St & 6 Ave",40.75492,-73.98455
744,"Division St & Bowery",40.714193,-73.996732
167,"Dock 72 Way & Market St",40.69985,-73.97141
377,"Fulton St & Irving Pl",40.68186,-73.959432
944,"W 31 St & 7 Ave",40.749156,-73.9916
469,"Henry St & Middagh St",40.7003,-73.991581
3,"Stuyvesant Walk & 1 Av Loop",40.732339777151054,-73.97898383438587
147,"10 St & 2 Ave",40.671907,-73.993612
787,"W 40 St & 5 Ave",40.752269,-73.982079
1607,"6 Ave & W 34 St",40.74964,-73.98805
2196,"W 4 St & 7 Ave S",40.73401143,-74.00293877
184,"Bedford Ave & Montgomery St",40.665816,-73.956934
716,"Front St & Jay St",40.702461,-73.986842
257,"24 St & 41 Ave",40.752474,-73.939991
1159,"W 55 St & 6 Ave",40.763189,-73.978434
121,"27 Ave & 3 St",40.77485,-73.9342
2247,"University Pl & E 14 St",40.734814,-73.992085
341,"E 56 St & Madison Ave",40.761573,-73.972628
1161,"E 51 St & 2 Ave",40.755293,-73.967641
77,"Metropolitan Ave & Vandervoort Ave",40.71429,-73.93323
138,"Withers St & Kingsland Ave",40.71773,-73.94051
160,"Calyer St & Jewel St",40.72984,-73.94839
116,"Green St & McGuinness Blvd",40.73396,-73.95204
345,"Willoughby Ave & Myrtle Ave",40.69757,-73.93098
242,"Evergreen Ave & Noll St",40.70106,-73.93318
129,"Bushwick Ave & Forrest St",40.70076,-73.93641
277,"Beaver St & Fayette St",40.70099,-73.93921
162,"Van Sinderen Ave & Truxton St",40.6786,-73.90369
99,"Broadway & Furman Ave",40.68139,-73.90756
86,"Moffat St & Bushwick",40.68458,-73.90925
255,"Halsey St & Broadway",40.68565,-73.91564
93,"Eldert St & Bushwick Ave",40.68652,-73.91321
100,"Central Ave & Decatur St",40.6882,-73.90798
1124,"Greenwich Ave & Charles St",40.735238,-74.000271
87,"Halsey St & Evergreen Ave",40.68858,-73.91227
202,"Broadway & Hancock St",40.68663,-73.9168
150,"Central Ave & Weirfield St",40.69055,-73.91181
75,"Madison St & Evergreen Ave",40.69122,-73.91693
172,"Irving Ave & Halsey St",40.69467,-73.90663
105,"Knickerbocker Ave & Hancock St",40.69385,-73.90974
242,"Bushwick Ave & Linden St",40.69146,-73.92146
299,"Broadway & Kosciuszko St",40.69329,-73.92852
218,"Bushwick Ave & Harman St",40.69356,-73.92524
144,"Putnam Ave & Knickerbocker Ave",40.69545,-73.91164
183,"Putnam Ave & Wyckoff Ave",40.69811,-73.90904
125,"Menahan St & Central Ave",40.69543,-73.9196
145,"Bushwick Ave & Dekalb Ave",40.69502,-73.92825
154,"Myrtle Ave & Grove St",40.69905,-73.91516
202,"Myrtle Ave & Linden St",40.69943,-73.91337
231,"Irving Ave & Harman St",40.70108,-73.9179
189,"Central Ave & Himrod St",40.69676,-73.92302
59,"Cedar St & Evergreen Ave",40.69671,-73.92807
214,"Suydam St & Broadway",40.69544,-73.93223
80,"Suydam St & St. Nicholas Ave",40.70636,-73.91945
1534,"E 55 St & 2 Ave",40.75797322,-73.96603308
158,"Jefferson St & Cypress Ave",40.70907,-73.92157
97,"Metropolitan Ave & Stewart Ave",40.71401,-73.92793
51,"Stewart Ave & Johnson Ave",40.70869,-73.92587
83,"Harrison Pl & Porter Ave",40.70686,-73.92851
128,"Morgan Ave & Maspeth Ave",40.716657,-73.93637
52,"Frost St & Debevoise Ave",40.71882,-73.93948
252,"Kingsland Ave & Nassau Ave",40.72577,-73.94173
139,"Engert Ave & McGuinness Blvd",40.72158,-73.94546
163,"Kent St & McGuinness Blvd",40.73124,-73.95161
212,"Lorimer St & Calyer St",40.72795,-73.95414
530,"Centre St & Worth St",40.71494807,-74.00234482
206,"Wilson Ave & Troutman St",40.70166,-73.92754
86,"Menahan St & Wyckoff Ave",40.70113,-73.91422
110,"Linden St & Knickerbocker Ave",40.69714,-73.91566
124,"Central Ave & Woodbine St",40.69296,-73.91605
91,"Central Ave & Covert St",40.68929,-73.90951
110,"Knickerbocker Ave & Cooper St",40.69081,-73.90448
75,"Wilson Ave & Moffat St",40.68906,-73.90506
54,"Somers St & Broadway",40.67945,-73.90474
130,"Knickerbocker Ave & Halsey St",40.693,-73.90824
150,"Van Buren St & Broadway",40.692,-73.92617
2177,"Centre St & Chambers St",40.71273266,-74.0046073
290,"Melrose St & Broadway",40.697481,-73.935877
84,"Bushwick Ave & Furman Ave",40.68281,-73.90623
42,"Hancock St & Wyckoff Ave",40.6972,-73.90674
149,"Madison St & Cypress Ave",40.70068,-73.90742
122,"Menahan St & Seneca Ave",40.70461,-73.91054
77,"Stephen St & Seneca Ave",40.6988,-73.9007
202,"Forest Ave & Summerfield St",40.69922,-73.89795
124,"Madison St & Forest Ave",40.70555,-73.90245
84,"Cypress Ave & George St",40.69812,-73.90271
260,"Broadway & Madison St",40.68822,-73.91966
737,"W 26 St & 10 Ave",40.749717753,-74.002950346
43,"Willoughby Ave & Onderdonk Ave",40.7098,-73.91727
2409,"12 Ave & W 125 St",40.818299,-73.960405
196,"Norman St & Wyckoff Ave",40.69517,-73.90311
71,"Harman St & Seneca Ave",40.70577,-73.91292
100,"Centre St & Seneca Ave",40.69969,-73.9022
108,"Onderdonk Ave & Gates Ave",40.70413,-73.90737
47,"Menahan St & Onderdonk Ave",40.70553,-73.9096
147,"Flushing Ave & Woodward Ave",40.71246,-73.91873
39,"Woodward Ave & Harman St",40.70793,-73.91092
938,"Broadway & Berry St",40.71044554,-73.96525063
357,"Grove St & Broadway",40.69047,-73.923511
197,"Irving Ave & Palmetto St",40.698,-73.9127
231,"38 Ave & 29 St",40.75473,-73.93367
206,"Rockaway Ave & Bainbridge St",40.68319988172761,-73.91166642308235
133,"Cypress Ave & Palmetto St",40.701573408737914,-73.90876293182373
118,"Madison St & Seneca Ave",40.70183,-73.90625
67,"Onderdonk Ave & Dekalb Ave",40.70863,-73.91497
638,"E 63 St & 3 Ave",40.763954,-73.9646
222,"Manhattan Av & Leonard St",40.72084,-73.94844
628,"Duffield St & Willoughby St",40.69221589,-73.9842844
276,"Morgan Ave & Lombardy St",40.72226,-73.93889
45,"Stanhope St & Fairview Ave",40.70998,-73.91116
57,"Fairview Ave & Linden St",40.70694,-73.90632
114,"Jefferson Ave & Evergreen Ave",40.68989,-73.91458
927,"4 Ave & E 12 St",40.732647,-73.99011
19,"West St & Liberty St",40.711444,-74.014847
152,"Central Ave & Melrose St",40.70112,-73.93039
91,"Madison St & Woodward Ave",40.70408,-73.90408
853,"Clark St & Henry St",40.69760127,-73.99344559
142,"Greene Ave & Grandview Ave",40.709697,-73.907856
294,"Wyckoff St & Nevins St",40.683426,-73.984275
463,"Sands St Gate",40.699569,-73.979827
613,"West End Ave & W 78 St",40.783786,-73.981687
953,"Pearl St & Peck Slip",40.708485,-74.002751
184,"Willoughby St & Ashland Pl",40.69178,-73.97877
823,"Avenue D & E 8 St",40.72387,-73.975767
1237,"Wall St & South St",40.70437,-74.00637
708,"Jay St & Tech Pl",40.695065,-73.987167
936,"E 5 St & Avenue C",40.72299208,-73.97995466
1096,"E 9 St & Avenue C",40.72521311,-73.97768752
328,"Lefferts Pl & Franklin Ave",40.680342423,-73.9557689392
387,"Fulton St & Clermont Ave",40.68415748,-73.96922273
1386,"Atlantic Ave & Furman St",40.69165183,-73.9999786
410,"Lafayette Ave & St James Pl",40.68851534,-73.9647628
735,"W 169 St & Fort Washington Ave",40.8428422,-73.9421253
402,"Pitt St & Stanton St",40.71926081,-73.98178024
1390,"Allen St & Rivington St",40.72019576,-73.98997825
2603,"Broadway & E 22 St",40.7403432,-73.98955109
1421,"E 2 St & 2 Ave",40.72502876,-73.99069656
1245,"Washington St & Gansevoort St",40.739323,-74.008119
661,"Hicks St & Montague St",40.69512845,-73.99595065
708,"Market St & Cherry St",40.71076228,-73.99400398
1328,"Suffolk St & Stanton St",40.72066442,-73.98517977
1783,"E 6 St & Avenue D",40.72228087,-73.97668709
1525,"Forsyth St & Canal St",40.7158155,-73.99422366
850,"Pearl St & Hanover Square",40.7047177,-74.00926027
526,"Cumberland St & Lafayette Ave",40.68753406,-73.97265183
640,"Barclay St & Church St",40.71291224,-74.01020234
420,"Front St & Gold St",40.70224,-73.982578
235,"Carlton Ave & Park Ave",40.69580705,-73.97355569
302,"Clermont Ave & Lafayette Ave",40.68764484,-73.96968902
223,"Clermont Ave & Park Ave",40.69573398,-73.97129668
1798,"W 59 St & 10 Ave",40.770513,-73.988038
1304,"W 54 St & 9 Ave",40.76584941,-73.98690506
4415,"West St & Chambers St",40.71754834,-74.01322069
802,"Bus Slip & State St",40.701907,-74.013942
1715,"E 7 St & Avenue A",40.72621788,-73.98379855
893,"9 Ave & W 18 St",40.74317449,-74.00366443
2789,"W 21 St & 6 Ave",40.74173969,-73.99415556
372,"Hancock St & Bedford Ave",40.68216564,-73.95399026
421,"Macon St & Nostrand Ave",40.6809833854,-73.9500479759
1513,"St Marks Pl & 1 Ave",40.72779126,-73.98564945
1615,"E 4 St & 2 Ave",40.7262807,-73.98978041
890,"E 45 St & 3 Ave",40.75255434,-73.97282625
1294,"W 27 St & 7 Ave",40.746647,-73.993915
326,"Bedford Ave & S 9 St",40.70853074,-73.96408963
2255,"E 10 St & Avenue A",40.72740794,-73.98142006
2365,"W 24 St & 7 Ave",40.74487634,-73.99529885
2407,"8 Ave & W 52 St",40.76370739,-73.9851615
1995,"W 37 St & 10 Ave",40.75660359,-73.9979009
1607,"W 49 St & 8 Ave",40.76227205,-73.98788205
1853,"W 22 St & 8 Ave",40.74475148,-73.99915362
1245,"E 51 St & 1 Ave",40.75455731,-73.96592976
1104,"1 Ave & E 44 St",40.75001986,-73.96905301
627,"E 53 St & Madison Ave",40.7597108,-73.97402311
1305,"11 Ave & W 27 St",40.751396,-74.005226
1585,"W 20 St & 11 Ave",40.746745,-74.007756
1835,"S 4 St & Wythe Ave",40.71285887,-73.96590294
1883,"E 20 St & 2 Ave",40.73587678,-73.98205027
2021,"W 22 St & 10 Ave",40.74691959,-74.00451887
749,"E 56 St & 3 Ave",40.75934501,-73.96759673
1190,"Broadway & W 41 St",40.75513557,-73.98658032
1454,"W 25 St & 6 Ave",40.74395411,-73.99144871
566,"Dean St & 4 Ave",40.68312489,-73.97895137
2340,"Broadway & W 56 St",40.7652654,-73.98192338
1165,"Broadway & W 53 St",40.76344058,-73.98268129
1547,"W 20 St & 8 Ave",40.74345335,-74.00004031
722,"Grand St & Havemeyer St",40.71286844,-73.95698119
1517,"E 32 St & Park Ave",40.7457121,-73.98194829
1021,"Rivington St & Chrystie St",40.72110063,-73.9919254
1218,"5 Ave & E 29 St",40.7451677,-73.98683077
2018,"E 31 St & 3 Ave",40.74394314,-73.97966069
1133,"W 41 St & 8 Ave",40.75640548,-73.9900262
2489,"11 Ave & W 41 St",40.76030096,-73.99884222
1910,"9 Ave & W 45 St",40.76019252,-73.9912551
1640,"W 53 St & 10 Ave",40.76669671,-73.99061728
850,"S 3 St & Bedford Ave",40.71260486,-73.96264403
2253,"W 15 St & 7 Ave",40.73935542,-73.99931783
1373,"E 12 St & 3 Ave",40.73223272,-73.98889957
525,"W 44 St & 5 Ave",40.75500254,-73.98014437
660,"W 37 St & 5 Ave",40.75038009,-73.98338988
1035,"Broadway & W 29 St",40.7462009,-73.98855723
1495,"E 20 St & FDR Drive",40.73314259,-73.97573881
1603,"10 Ave & W 28 St",40.75066386,-74.00176802
1648,"8 Ave & W 33 St",40.751551,-73.993934
1000,"E 24 St & Park Ave S",40.74096374,-73.98602213
991,"W 33 St & 7 Ave",40.75019995,-73.99093085
814,"W 45 St & 6 Ave",40.7568001,-73.98291153
1995,"W 26 St & 8 Ave",40.74734825,-73.99723551
2096,"W 47 St & 10 Ave",40.76269882,-73.99301222
1134,"E 16 St & 5 Ave",40.73726186,-73.99238967
3036,"E 17 St & Broadway",40.73704984,-73.99009296
3326,"Broadway & W 60 St",40.76915505,-73.98191841
710,"Broadway & W 51 St",40.76228826,-73.98336183
2411,"FDR Drive & E 35 St",40.744219,-73.97121214
1417,"Henry St & Grand St",40.714211,-73.981095
1124,"E 20 St & Park Ave",40.73827428,-73.98751968
2640,"1 Ave & E 16 St",40.73221853,-73.98165557
1958,"6 Ave & W 33 St",40.74901271,-73.98848395
1924,"E 25 St & 2 Ave",40.73912601,-73.97973776
1408,"W 46 St & 11 Ave",40.76341379,-73.99667444
2522,"9 Ave & W 22 St",40.7454973,-74.00197139
1281,"W 56 St & 10 Ave",40.768254,-73.988639
4230,"12 Ave & W 40 St",40.76087502,-74.00277668
1975,"W 43 St & 10 Ave",40.76009437,-73.99461843
726,"E 47 St & 1 Ave",40.75206862,-73.96784384
544,"Pershing Square South",40.751581,-73.97791
2176,"E 39 St & 2 Ave",40.74780373,-73.9734419
1462,"Pershing Square North",40.751873,-73.977706
425,"W 52 St & 5 Ave",40.75992262,-73.97648516
596,"E 51 St & Lexington Ave",40.75714758,-73.97207836
1868,"W 38 St & 8 Ave",40.75466591,-73.99138152
1019,"W 34 St & 11 Ave",40.75594159,-74.0021163
1105,"E 33 St & 5 Ave",40.74765947,-73.98490707
2514,"2 Ave & E 31 St",40.74290902,-73.97706058
1023,"W 42 St & 8 Ave",40.7575699,-73.99098507
1936,"11 Ave & W 59 St",40.77149671054441,-73.99046033620834
901,"Forsyth St & Broome St",40.71893904,-73.99266288
3292,"S 5 Pl & S 5 St",40.710451,-73.960876
962,"Broadway & W 38 St",40.75299641,-73.98721619
477,"Water - Whitehall Plaza",40.70255065,-74.0127234
1877,"1 Ave & E 30 St",40.74144387,-73.97536082
1361,"Metropolitan Ave & Bedford Ave",40.71534825,-73.96024116
1364,"Lexington Ave & E 29 St",40.74311555376486,-73.98215353488922
1743,"E 23 St & 1 Ave",40.736502,-73.97809472
874,"E 30 St & Park Ave S",40.74444921,-73.98303529
1941,"W 52 St & 11 Ave",40.76727216,-73.99392888
608,"Franklin St & W Broadway",40.71911552,-74.00666661
479,"St James Pl & Pearl St",40.71117416,-74.00016545
745,"Atlantic Ave & Fort Greene Pl",40.68382604,-73.97632328